feature,missing_count,missing_fraction,missing_percent
EMERGENCYSTATE_MODE,116581,0.47389109297258625,47.38910929725863
OCCUPATION_TYPE,76940,0.3127540567786413,31.275405677864132
EXT_SOURCE_3,48805,0.19838785730545347,19.838785730545347
DAYS_EMPLOYED,44143,0.1794372540730383,17.94372540730383
AMT_REQ_CREDIT_BUREAU_MON,33244,0.13513381678644598,13.513381678644599
AMT_REQ_CREDIT_BUREAU_WEEK,33244,0.13513381678644598,13.513381678644599
AMT_REQ_CREDIT_BUREAU_DAY,33244,0.13513381678644598,13.513381678644599
AMT_REQ_CREDIT_BUREAU_QRT,33244,0.13513381678644598,13.513381678644599
AMT_REQ_CREDIT_BUREAU_HOUR,33244,0.13513381678644598,13.513381678644599
AMT_REQ_CREDIT_BUREAU_YEAR,33244,0.13513381678644598,13.513381678644599
NAME_TYPE_SUITE,1029,0.004182790803551104,0.41827908035511036
DEF_60_CNT_SOCIAL_CIRCLE,811,0.003296640759650093,0.3296640759650093
OBS_60_CNT_SOCIAL_CIRCLE,811,0.003296640759650093,0.3296640759650093
DEF_30_CNT_SOCIAL_CIRCLE,811,0.003296640759650093,0.3296640759650093
OBS_30_CNT_SOCIAL_CIRCLE,811,0.003296640759650093,0.3296640759650093
EXT_SOURCE_2,531,0.002158466391336867,0.21584663913368668
AMT_GOODS_PRICE,221,0.0008983447692757959,0.08983447692757959
AMT_ANNUITY,10,4.06490845826152e-05,0.00406490845826152
CNT_FAM_MEMBERS,2,8.129816916523039e-06,0.000812981691652304
DAYS_LAST_PHONE_CHANGE,1,4.0649084582615195e-06,0.000406490845826152
FLAG_DOCUMENT_21,0,0.0,0.0
FLAG_DOCUMENT_5,0,0.0,0.0
FLAG_DOCUMENT_20,0,0.0,0.0
FLAG_DOCUMENT_19,0,0.0,0.0
FLAG_DOCUMENT_3,0,0.0,0.0
FLAG_DOCUMENT_2,0,0.0,0.0
FLAG_DOCUMENT_6,0,0.0,0.0
FLAG_DOCUMENT_7,0,0.0,0.0
FLAG_DOCUMENT_8,0,0.0,0.0
FLAG_DOCUMENT_9,0,0.0,0.0
FLAG_DOCUMENT_10,0,0.0,0.0
FLAG_DOCUMENT_11,0,0.0,0.0
FLAG_DOCUMENT_12,0,0.0,0.0
FLAG_DOCUMENT_13,0,0.0,0.0
FLAG_DOCUMENT_14,0,0.0,0.0
FLAG_DOCUMENT_4,0,0.0,0.0
FLAG_DOCUMENT_16,0,0.0,0.0
FLAG_DOCUMENT_17,0,0.0,0.0
FLAG_DOCUMENT_18,0,0.0,0.0
FLAG_DOCUMENT_15,0,0.0,0.0
NAME_CONTRACT_TYPE,0,0.0,0.0
CODE_GENDER,0,0.0,0.0
ORGANIZATION_TYPE,0,0.0,0.0
FLAG_OWN_CAR,0,0.0,0.0
FLAG_OWN_REALTY,0,0.0,0.0
CNT_CHILDREN,0,0.0,0.0
AMT_INCOME_TOTAL,0,0.0,0.0
AMT_CREDIT,0,0.0,0.0
NAME_INCOME_TYPE,0,0.0,0.0
NAME_EDUCATION_TYPE,0,0.0,0.0
NAME_FAMILY_STATUS,0,0.0,0.0
NAME_HOUSING_TYPE,0,0.0,0.0
REGION_POPULATION_RELATIVE,0,0.0,0.0
DAYS_BIRTH,0,0.0,0.0
DAYS_REGISTRATION,0,0.0,0.0
DAYS_ID_PUBLISH,0,0.0,0.0
FLAG_MOBIL,0,0.0,0.0
FLAG_EMP_PHONE,0,0.0,0.0
FLAG_WORK_PHONE,0,0.0,0.0
FLAG_CONT_MOBILE,0,0.0,0.0
FLAG_PHONE,0,0.0,0.0
FLAG_EMAIL,0,0.0,0.0
REGION_RATING_CLIENT,0,0.0,0.0
REGION_RATING_CLIENT_W_CITY,0,0.0,0.0
WEEKDAY_APPR_PROCESS_START,0,0.0,0.0
HOUR_APPR_PROCESS_START,0,0.0,0.0
REG_REGION_NOT_LIVE_REGION,0,0.0,0.0
REG_REGION_NOT_WORK_REGION,0,0.0,0.0
LIVE_REGION_NOT_WORK_REGION,0,0.0,0.0
REG_CITY_NOT_LIVE_CITY,0,0.0,0.0
REG_CITY_NOT_WORK_CITY,0,0.0,0.0
LIVE_CITY_NOT_WORK_CITY,0,0.0,0.0
DAYS_EMPLOYED_ANOM,0,0.0,0.0
